Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,Quantity
TAT-19650,TAT-19650,code128,B PLUS,TAT,PCS,PCS,PCS,19650,19650,1,,Inclusive,d1cafa4fa33420a961093e4636f3276d.png,,,,,,,,,0
TAT-19750,TAT-19750,code128,B PLUS,TAT,PCS,PCS,PCS,19750,19750,1,,Inclusive,8f99eca5fbfbada0a25dc957bf9a3542.png,,,,,,,,,0
TAT-19850,TAT-19850,code128,B PLUS,TAT,PCS,PCS,PCS,19850,19850,1,,Inclusive,81b17daf8704e158fcfca95428cfb9ab.png,,,,,,,,,0
TAT-19950,TAT-19950,code128,B PLUS,TAT,PCS,PCS,PCS,19950,19950,1,,Inclusive,52df1b347352d2851cc02389610c9ec7.png,,,,,,,,,0
TAT-20050,TAT-20050,code128,B PLUS,TAT,PCS,PCS,PCS,20050,20050,1,,Inclusive,07387032a3b6636849d43fb11e30d784.png,,,,,,,,,0
TAT-20250,TAT-20250,code128,B PLUS,TAT,PCS,PCS,PCS,20250,20250,1,,Inclusive,096876e4210f9aedeb6479d7b2096c9d.png,,,,,,,,,0
TAT-20350,TAT-20350,code128,B PLUS,TAT,PCS,PCS,PCS,20350,20350,1,,Inclusive,648e308ac51669870e7ee6ea6b04e55f.png,,,,,,,,,0
TAT-20450,TAT-20450,code128,B PLUS,TAT,PCS,PCS,PCS,20450,20450,1,,Inclusive,a97fb4d20bc0d5f64bd873f2039bce05.png,,,,,,,,,0
TAT-2050,TAT-2050,code128,B PLUS,TAT,PCS,PCS,PCS,2050,2050,1,,Inclusive,f74a4a933dbbd4cf3ed0f394c4ec939f.png,,,,,,,,,0
TAT-20550,TAT-20550,code128,B PLUS,TAT,PCS,PCS,PCS,20550,20550,1,,Inclusive,31d7fe10c0746b064b1e1cc474c49484.png,,,,,,,,,0
TAT-20650,TAT-20650,code128,B PLUS,TAT,PCS,PCS,PCS,20650,20650,1,,Inclusive,7ee53b5e9ff5bbeaa589ef6e6d5e0472.png,,,,,,,,,0
TAT-20750,TAT-20750,code128,B PLUS,TAT,PCS,PCS,PCS,20750,20750,1,,Inclusive,318e073c9e0ceec57015b368423eee7c.png,,,,,,,,,0
TAT-20850,TAT-20850,code128,B PLUS,TAT,PCS,PCS,PCS,20850,20850,1,,Inclusive,5eeb97c3b7f9a898dfacfe2f90efca08.png,,,,,,,,,0
TAT-20950,TAT-20950,code128,B PLUS,TAT,PCS,PCS,PCS,20950,20950,1,,Inclusive,fc742f7e498143a13129c3b6b5f28cea.png,,,,,,,,,0
TAT-21050,TAT-21050,code128,B PLUS,TAT,PCS,PCS,PCS,21050,21050,1,,Inclusive,f2c02ac55397b56ae829ed976c49eed8.png,,,,,,,,,0
TAT-21150,TAT-21150,code128,B PLUS,TAT,PCS,PCS,PCS,21150,21150,1,,Inclusive,d7c83b30a4f3b069ec355ccc6ac15b68.png,,,,,,,,,0
TAT-21250,TAT-21250,code128,B PLUS,TAT,PCS,PCS,PCS,21250,21250,1,,Inclusive,4fee88c883cbfec655ddf31ef6b99846.png,,,,,,,,,0
TAT-21350,TAT-21350,code128,B PLUS,TAT,PCS,PCS,PCS,21350,21350,1,,Inclusive,8137e3b2faa1d83022f22dea8a0686d9.png,,,,,,,,,0
TAT-21450,TAT-21450,code128,B PLUS,TAT,PCS,PCS,PCS,21450,21450,1,,Inclusive,7151ae8022da7969c8154dbb47cdcffd.png,,,,,,,,,0
TAT-2150,TAT-2150,code128,B PLUS,TAT,PCS,PCS,PCS,2150,2150,1,,Inclusive,fea091e5e9d2f97077e3598874ca5c06.png,,,,,,,,,0
TAT-21550,TAT-21550,code128,B PLUS,TAT,PCS,PCS,PCS,21550,21550,1,,Inclusive,a0fe663a5f4269b637367778ed7aac43.png,,,,,,,,,0
TAT-21650,TAT-21650,code128,B PLUS,TAT,PCS,PCS,PCS,21650,21650,1,,Inclusive,7f442a866720b7f76e40a72257c254d0.png,,,,,,,,,0
TAT-21750,TAT-21750,code128,B PLUS,TAT,PCS,PCS,PCS,21750,21750,1,,Inclusive,edb9acdbf0c645352a47358465dccce4.png,,,,,,,,,0
TAT-21850,TAT-21850,code128,B PLUS,TAT,PCS,PCS,PCS,21850,21850,1,,Inclusive,8c74dd1f9c4b391ff92f49af1e5b8e34.png,,,,,,,,,0
TAT-21950,TAT-21950,code128,B PLUS,TAT,PCS,PCS,PCS,21950,21950,1,,Inclusive,cc7d19edf61c3d826a7eedf562df648d.png,,,,,,,,,0
TAT-22050,TAT-22050,code128,B PLUS,TAT,PCS,PCS,PCS,22050,22050,1,,Inclusive,37cf8c81382da6ae8844f40434b9ee68.png,,,,,,,,,0
TAT-22150,TAT-22150,code128,B PLUS,TAT,PCS,PCS,PCS,22150,22150,1,,Inclusive,a1480a8ef1e5203332af50ca68ef2b16.png,,,,,,,,,0
TAT-22250,TAT-22250,code128,B PLUS,TAT,PCS,PCS,PCS,22250,22250,1,,Inclusive,fe970be5f4a3e16e7bfb4af19827cdca.png,,,,,,,,,0
TAT-22350,TAT-22350,code128,B PLUS,TAT,PCS,PCS,PCS,22350,22350,1,,Inclusive,fdf7dd5464841e4bf7e5b66e93945777.png,,,,,,,,,0
TAT-22450,TAT-22450,code128,B PLUS,TAT,PCS,PCS,PCS,22450,22450,1,,Inclusive,556f01147c5418edae09a3510e7e5c58.png,,,,,,,,,0
TAT-2250,TAT-2250,code128,B PLUS,TAT,PCS,PCS,PCS,2250,2250,1,,Inclusive,fac91d8aff0b422e50169f2a1faa6733.png,,,,,,,,,0
TAT-22550,TAT-22550,code128,B PLUS,TAT,PCS,PCS,PCS,22550,22550,1,,Inclusive,7d59d76fa4edd784a3f1c777d655e639.png,,,,,,,,,0
TAT-22650,TAT-22650,code128,B PLUS,TAT,PCS,PCS,PCS,22650,22650,1,,Inclusive,bfcf92931a7a469ab538bb078d06e61b.png,,,,,,,,,0
TAT-22750,TAT-22750,code128,B PLUS,TAT,PCS,PCS,PCS,22750,22750,1,,Inclusive,3404b3415f87b4bb4104e436e0ca177c.png,,,,,,,,,0
TAT-22850,TAT-22850,code128,B PLUS,TAT,PCS,PCS,PCS,22850,22850,1,,Inclusive,1f98216d159983f4b5a3857de610ae22.png,,,,,,,,,0
TAT-22950,TAT-22950,code128,B PLUS,TAT,PCS,PCS,PCS,22950,22950,1,,Inclusive,bb52da56d9a6f734244e8b272af3dce1.png,,,,,,,,,0
TAT-23050,TAT-23050 ,code128,B PLUS,TAT,PCS,PCS,PCS,23050,23050,1,,Inclusive,f38d388bc0a232c09933b9e17822fecb.png,,,,,,,,,0
TAT-23150,TAT-23150,code128,B PLUS,TAT,PCS,PCS,PCS,23150,23150,1,,Inclusive,9ab530dfa0a1314339da32d808682990.png,,,,,,,,,0
TAT-23250,TAT-23250,code128,B PLUS,TAT,PCS,PCS,PCS,23250,23250,1,,Inclusive,2278108d9707fb64b9aa236b86e24db5.png,,,,,,,,,0
TAT-23350,TAT-23350,code128,B PLUS,TAT,PCS,PCS,PCS,23350,23350,1,,Inclusive,8b4b9c485abe23c79aeeea8a87977dd5.png,,,,,,,,,0
TAT-23450,TAT-23450,code128,B PLUS,TAT,PCS,PCS,PCS,23450,23450,1,,Inclusive,b115f044460078cb7d8d8da44adcf747.png,,,,,,,,,0
TAT-2350,TAT-2350,code128,B PLUS,TAT,PCS,PCS,PCS,2350,2350,0,,Inclusive,de1ce95c0b5ad2059b590b58de117227.png,,,,,,,,,0
TAT-23550,TAT-23550,code128,B PLUS,TAT,PCS,PCS,PCS,23550,23550,1,,Inclusive,bce4f38384a95b76bd69b8226154e778.png,,,,,,,,,0
TAT-23650,TAT-23650,code128,B PLUS,TAT,PCS,PCS,PCS,23650,23650,1,,Inclusive,baff0695465b4c99b444dcebf3586ee5.png,,,,,,,,,0
TAT-23750,TAT-23750,code128,B PLUS,TAT,PCS,PCS,PCS,23750,23750,1,,Inclusive,a9acb288cb41b4f42a5941f4fc6a67ac.png,,,,,,,,,0
TAT-23850,TAT-23850,code128,B PLUS,TAT,PCS,PCS,PCS,23850,23850,1,,Inclusive,5791686c3991ec7d2a03f6ec82770802.png,,,,,,,,,0
TAT-23950,TAT-23950,code128,B PLUS,TAT,PCS,PCS,PCS,23950,23950,1,,Inclusive,5d6ea2634eeb8206b4dafa8d216affad.png,,,,,,,,,0
TAT-24050,TAT-24050,code128,B PLUS,TAT,PCS,PCS,PCS,24050,24050,1,,Inclusive,35abec16039cf7a992693cd4b53bbbe6.png,,,,,,,,,0
TAT-24150,TAT-24150,code128,B PLUS,TAT,PCS,PCS,PCS,24150,24150,1,,Inclusive,e940d3837c261060411bf155514b8662.png,,,,,,,,,0
TAT-24250,TAT-24250,code128,B PLUS,TAT,PCS,PCS,PCS,24250,24250,1,,Inclusive,ff4200e963ef59bf269ca1faddf6d8e7.png,,,,,,,,,0
TAT-24350,TAT-24350,code128,B PLUS,TAT,PCS,PCS,PCS,24350,24350,1,,Inclusive,1ce738128c6c481048d5c264d8b50c76.png,,,,,,,,,0
